"","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject","uniq.Subject.Type"
"49","ASV1046",1,99.49,NA,"Paraphoma_pye|KU999073|SH1576179.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_pye","Fungi"
"50","ASV1047",1,100,NA,"Neoerysiphe_galeopsidis|AB498940|SH1528152.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Neoerysiphe;s__Neoerysiphe_galeopsidis","Fungi"
"51","ASV1048",1,93.72,NA,"Parastagonospora_sp|MG265958|SH1525147.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_sp","Fungi"
"52","ASV1049",1,93.229,NA,"Helotiales_sp|KT270104|SH1522990.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp","Fungi"
"53","ASV105",1,100,NA,"Filobasidium_oeirense|AF444349|SH2076848.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_oeirense","Fungi"
"54","ASV1050",1,100,NA,"Phialocephala_urceolata|EU155145|SH1647322.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__Phialocephala_urceolata","Fungi"
"55","ASV1053",1,98.477,NA,"Naevala_sp|JN120378|SH1509539.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Naevala;s__Naevala_sp","Fungi"
"56","ASV1054",1,98.206,NA,"Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","Fungi"
"57","ASV1055",1,97.38,NA,"Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","Fungi"
"58","ASV1056",1,97.015,NA,"Dioszegia_changbaiensis|AY242817|SH1609784.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_changbaiensis","Fungi"
"59","ASV1057",1,96.098,NA,"Phaeosphaeria_sp|MF683451|SH1646367.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp","Fungi"
"60","ASV1058",1,99.015,NA,"Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"61","ASV1059",1,99.013,NA,"Tilletia_indica|MT497998|SH1507096.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia_indica","Fungi"
"62","ASV106",1,99.119,NA,"Papiliotrema_aurea|AB035045|SH1576893.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_aurea","Fungi"
"63","ASV1060",2,96.875,0,"Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora----Ramularia_tovarae|KJ504807|SH1975259.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_tovarae","Fungi"
"64","ASV1061",1,97.879,NA,"Microstroma_bacarum|KY104729|SH1540544.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromataceae;g__Microstroma;s__Microstroma_bacarum","Fungi"
"65","ASV1062",1,99.048,NA,"Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"66","ASV1063",1,100,NA,"Phaeosphaeriaceae_sp|UDB0453331|SH2723992.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp","Fungi"
"67","ASV1064",1,99.231,NA,"Trichaptum_biforme|UDB0639122|SH1539680.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Trichaptum;s__Trichaptum_biforme","Fungi"
"68","ASV1065",2,97.073,0,"Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae----Fusarium_sporotrichioides|KC254054|SH1567483.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides","Fungi"
"69","ASV1066",1,99.512,NA,"Keissleriella_taminensis|LC014564|SH1564713.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__Keissleriella_taminensis","Fungi"
"70","ASV1067",1,97.619,NA,"Pleosporales_sp|UDB0310781|SH1555350.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"71","ASV1068",1,98.198,NA,"Paraconiothyrium_thysanolaenae|KP744453|SH2177379.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__Paraconiothyrium_thysanolaenae","Fungi"
"72","ASV1069",1,99.24,NA,"Symmetrospora_sp|AY479978|SH2044326.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_sp","Fungi"
"73","ASV107",2,99.465,0,"Hannaella_oryzae|NR_111063|SH2964219.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae----Hannaella_oryzae|AF314986|SH1522793.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae","Fungi"
"74","ASV1070",1,97.768,NA,"Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","Fungi"
"75","ASV1071",1,97.656,NA,"Tremellales_sp|KM216348|SH1574513.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","Fungi"
"76","ASV1072",1,99.539,NA,"Aureobasidium_pullulans|AJ244232|SH1515060.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans","Fungi"
"77","ASV1073",1,94.531,NA,"Valsa_fabianae|EU301054|SH1540704.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Valsa;s__Valsa_fabianae","Fungi"
"78","ASV1074",1,96.341,NA,"Cadophora_sp|UDB0348029|SH1545891.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__Cadophora_sp","Fungi"
"79","ASV1075",1,99.048,NA,"Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"80","ASV1076",1,99.048,NA,"Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"81","ASV1077",1,99.517,NA,"Lasiosphaeriaceae_sp|UDB0425372|SH1567861.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__Lasiosphaeriaceae_sp","Fungi"
"82","ASV1078",1,93.724,NA,"Stemphylium_trifolii|KU850647|SH1890313.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium_trifolii","Fungi"
"83","ASV1079",1,95.5,NA,"Dictyosporium_heptasporum|KY364613|SH1646220.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Dictyosporium;s__Dictyosporium_heptasporum","Fungi"
"84","ASV108",1,99.528,NA,"Ophiognomonia_asiatica|JQ414241|SH1596911.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Ophiognomonia;s__Ophiognomonia_asiatica","Fungi"
"85","ASV1080",1,97.179,NA,"Filobasidium_stepposum|DQ222455|SH2525086.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_stepposum","Fungi"
"86","ASV1081",1,98.276,NA,"Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","Fungi"
"87","ASV1083",1,86.275,NA,"Chaetothyriales_sp|UDB066751|SH2722783.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp","Fungi"
"88","ASV1084",1,98.571,NA,"Pleosporales_sp|UDB076742|SH1595856.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"89","ASV1085",1,99.697,NA,"Malassezia_restricta|AY743636|SH1515384.08FU|refs|k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_restricta","Fungi"
"90","ASV1087",1,98.206,NA,"Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","Fungi"
"91","ASV1088",1,100,NA,"Xylodon_nespori|DQ873622|SH1517807.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_nespori","Fungi"
"92","ASV1089",1,99.507,NA,"Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"93","ASV109",1,98.851,NA,"Symmetrospora_symmetrica|AY364836|SH1613460.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_symmetrica","Fungi"
"94","ASV1090",1,100,NA,"Malassezia_sympodialis|AY743632|SH1553523.08FU|refs|k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_sympodialis","Fungi"
"95","ASV1091",1,99.587,NA,"Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","Fungi"
"96","ASV1092",1,100,NA,"Leucosporidium_golubevii|AY212987|SH1651372.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_golubevii","Fungi"
"97","ASV1093",1,97.38,NA,"Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","Fungi"
"98","ASV1094",1,99.083,NA,"Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis","Fungi"
"99","ASV1095",1,92.982,NA,"Fusicladium_effusum|AY251085|SH1626897.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Fusicladium;s__Fusicladium_effusum","Fungi"
"100","ASV1096",1,98.206,NA,"Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","Fungi"
"101","ASV1098",1,89.873,NA,"Protomyces_inouyei|DQ497617|SH1647232.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Protomyces;s__Protomyces_inouyei","Fungi"
"102","ASV1099",1,98.712,NA,"Chaetothyriales_sp|EF505626|SH1636093.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp","Fungi"
"103","ASV11",2,100,0,"Filobasidium_magnum|AF190008|SH2525085.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum----Fungi_sp|KX515092|SH1538560.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","Fungi"
"104","ASV110",1,98.537,NA,"Fusarium_venenatum|KM231814|SH1610169.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_venenatum","Fungi"
"105","ASV1100",1,96.861,NA,"Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","Fungi"
"106","ASV1101",1,98.985,NA,"Naevala_sp|JN120378|SH1509539.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Naevala;s__Naevala_sp","Fungi"
